(GVP) Volcano number,Volcano Name,Country,Volcano Latitude,Volcano Longitude,Volcano Elevation,Volcano Type,Population VPI5,Population VPI 10,Population VPI30,Population VPI100,Island of radius <=~5 km?,Eruption Number,Eruption VEI,Eruption start year,Date of fatal incident,Year (Eruption start year if date not specified),Century,Incident number (XXXXX-X.X = eruption number-incident number.su,Incident number extension (-X.X = Incident number.Sub-incident ,Incident / sub-incident:   Fatalities separated into multiple i,Fatality information (existing fatality information from databa,Additional fatality information and notes on distance determina,Qualitative Number of fatalities,Number of fatalities,Fatal cause  ,"Victim classification:  (Emerg) = armed forces, emergency servi",Were fatalities clustered? (eg. All in one collapsed building?),Did fatality or fatal injury occur inside or outside?,Google Earth flag number (representing approximate location of ,Quality level,QL 1 distance (km),QL2 (max. km),QL2 range (km),Distance from eruptive vent if known to be different to summit,"References (new, [legacy])"
283180,Azuma,Japan,37.732,140.248,2035,Stratovolcano(es),128,907,548195,4877648,N,17928,1,1893,,1893,1800s,17928-1.0,1.0,One incident,Two geologists were killed on the crater rim by falling stones.,Described as near crater (JMA fatality db) and volcanic blocks.  Description in NCAVJ gives vents in Issaikyozan.,,2,Ballistics,(sci) Volcanologists (Geologists),Group,Outside,128,QL 2,,1.0,<1,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[CAVW-11 (153),VRF]"
283190,Zao,Japan,38.141,140.443,1841,Complex,632,4681,550409,4956958,N,17976,2,1867,,1867,1800s,17976-1.0,1.0,One incident,Overflow of muddy water from Okama crater lake killed 3 hot springs bathers at E foot of Goshiki-dake.,"Described as at foot, so likely within 20km but unknown",,3,Lahars,Bathers (hot springs),Group,Outside,-,QL 3,,,,,[ICHIMURA 1951 (336)]
283200,Naruko,Japan,38.729,140.734,470,Caldera,54771,54771,210262,4417058,N,,,,26-8-1969,1969,1900s,283200-1.0,1.0,One incident,,One person bathing in an indoor hot pool killed by hydrogen sulphide gas.,,1,Non-eruptive: gas,,,Inside,,QL 3,,,,,Hayakawa 1999.
283220,Chokai,Japan,39.096,140.052,2233,Stratovolcano(es),131,707,185681,2301576,N,18031,2,1800,1801,1800,1800s,18031-1.0,1.0,One incident,Climbers killed by volcanic ejecta.,Described as climbers which suggests on cone. JMA fatality db describes volcanic blocks as cause of death and 8 fatalities.,,8,Ballistics,(tour) Tourists (climbers),,Outside,,QL 2,,5.0,<5,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[]"
283260,Akita-Yake-yama,Japan,39.961,140.761,1366,Stratovolcano,127,721,55493,3122037,N,18088,1,1957,8-5-1986,1986,1900s,18088-1.0,1.0,One incident,,One person killed by hydrogen sulphide. ,,1,Non-eruptive: gas,,,,,QL 3,,,,,Hayakawa 1999.
283260,Akita-Yake-yama,Japan,39.961,140.761,1366,Stratovolcano,127,721,55493,3122037,N,18089,1,1997,,1997,1900s,18089-1.0,1.0,One incident,Three (?) non-eruptive fatalities of unknown cause.,No further information. ,,3,Non-eruptive: Unknown,,,,,QL 3,,,,,[Witham (2005)]
283280,Hakkoda Group,Japan,40.656,140.881,1585,Stratovolcano(es),225,730,476624,1921667,N,18135,1,1550,1997,1997,1900s ,18135-1.0,1.0,One incident,Three Japanese Army soldiers were killed by carbon dioxide inhalation during a training mission.,"Described as at Tashirotai at N foot of volcano, but cannot locate precisely. Assumed within 10 km based on description of at foot and change of slope.",,3,Non-eruptive: Gas,(non-eruption AF) Soldiers (training),Group,,,QL 2,,10.0,<10,,[Witham (2005)]
284010,Oshima,Japan,34.721,139.398,764,Stratovolcano,2381,8037,8375,11837468,N,18196,2,1789,,1789,1700s,18196-1.0,1.0,One incident,"Heavy ashfall buried Shimotaka village, including people and animals.",Not listed with fatalities in JMA fatality db or NCAVJ.,Unknown,15,Tephra,,,,,QL 3,,,,,
284010,Oshima,Japan,34.721,139.398,764,Stratovolcano,2381,8037,8375,11837468,N,18228,1,1957,,1957,1900s,18228-1.0,1.0,One incident,One tourist killed and 53 injured by explosion.,"Described in NCAVJ and JMA fatality db as 1 nearby sightseer killed during explosion which formed a new crater. Precise location unknown, island constrains distance.",,1,Eruption (unknown element),(tour) Tourists,,Outside,,QL 2,,10.0,<10,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[]"
284010,Oshima,Japan,34.721,139.398,764,Stratovolcano,2381,8037,8375,11837468,N,18242,3,1986,,1986,1900s,18242-1.0,1.0,One incident,"A 74-year-old man died of a heart attack while being evacuated by ship from the island, on eruption's first day.",Indirect fatalities during evacuation. ,,1,Indirect (Eruptive) - Evacuation/Heart-attack,,,,,QL 3,,,,,
284040,Miyake-jima,Japan,34.079,139.529,815,Stratovolcano,1848,3189,3474,95663,Y,18269,3,1874,,1874,1800s,18269-1.0,1.0,One incident,A person near the crater was missing and presumed dead.,"Near crater so proximal fatality, definitely within 5km",,1,Eruption (unknown element),,,,,QL 2,,1.0,<1,,[MILNE 1886 (89)]
284040,Miyake-jima,Japan,34.079,139.529,815,Stratovolcano,1848,3189,3474,95663,Y,18270,3,1940,,1940,1900s,18270-1.0,1.0,One incident,"11 killed, 20 injured.",Uncertain location but island is ~10km across.,,11,Eruption (unknown element),,,,,QL 2,,5.0,<5,,[CAVW-11 (233)]
284060,Aoga-shima,Japan,32.454,139.762,423,Stratovolcano,232,232,232,8559,Y,18308,3,1780,1783,1783,1700s,18308-1.0,1.0,One incident,Eruption and earthquake; 7 persons (one source says 14) and all houses at foot of cone burned.,Uncertain location but island is ~4km across. JMA fatality db describes volcanic block as cause.,,7,Ballistics,,,,,QL 2,,3.0,<3,,"JMA fatality db,[CAVW 11 (245)]"
284060,Aoga-shima,Japan,32.454,139.762,423,Stratovolcano,232,232,232,8559,Y,18308,3,1780,1785,1785,1700s,18308-1.0,1.0,One incident,130-140 killed by explosion in last month of 5-year eruption after rescue boats from Hachijo-jima did not have room for all residents.  Island abandoned for 50 years.,Uncertain location but island is ~4km across. ,130-140,135,Eruption (unknown element),,,,,QL 2,,3.0,<3,,"JMA fatality db,[Hayakawa 2009 P.C.; CAVW 11 (245)]"
284070,Bayonnaise Rocks,Japan,31.88,139.92,11,Submarine,0,0,0,242,Y,18316,2,1952,,1952,1900s,18316-1.0,1.0,One incident,"Research ship Kaiyo-maru, while over central submarine dome Myojin-sho, sunk by explosion; all 31 on board killed.  Witham lists 29-31 fatalities. Minakami (BVE 1956) listed 22 crew and 7 scientists. Hayakawa db listed 31.","Described as over submarine volcano. JMA fatality db lists cause as pyroclastic surge with 31 on board dying. Ship sank. Minakami (1956) describes 22 crew aboard the ship and seven scientists, including volcanologists, geologists, oceanographers.",,31,Eruption (unknown element),(sci) Scientists (7) and ship crew,,,130,QL 2,,1.0,<1,,"JMA fatality db,[CAVW-11 (250)]"
284090,Tori-shima,Japan,30.48,140.306,394,Stratovolcano,21,21,21,21,Y,18368,3,1902,,1902,1900s,18368-1.0,1.0,One incident,All islanders killed; no bodies recovered.,All islanders killed. Island is less than 3km across. JMA fatality database reports 125 killed.,,125,Eruption (unknown element),Residents,,,,QL 2,,2.0,<2,,"JMA fatality db,[KUTSCHERA, 1903 (439)]"
285010,Oshima-Oshima,Japan,41.507,139.371,737,Stratovolcano,6,6,6,88023,Y,18555,4,1741,,1741,1700s,18555-1.1,1.1,"One incident, different distances","1467 killed on W coast of Oshima Peninsula, 729 houses washed away by tsunami following tectonic earthquake & debris avalanche from N flank of Nishi-yama. 8 more people killed & 82 houses destroyed by tsunami on coast of N Honshu.","Satake (2007) found the 1741 Oshima-Oshima tsunami to be related to a subaerial and submarine sector collapse and debris avalanche of ~2.4km3. They describe this landslide as unrelated to tectonic earthquakes (the tsunami size would require a M>8 quake and none are recorded). Debris avalanche deposits back up theory as do reports of activity of Oshima-Oshima that year, suggesting sector collapse of volcanic origin. Damaging tsunami reported as far as the Korean peninsula, though fatalities are only described on the west coast of the Oshima peninsula of Hokkaido (along a 120km stretch) and on the Tsugaru peninsula of Northern Honshu. 1467 fatalities in Hokkaido, not counting the native Ainu (no written records). Hatori (1984) and Tsuji et al (2002) estimate fatalities >2000 including the Ainu. 10 fatalities on Tsugaru peninsula. Affected coastlines of Hokkaido range from 53 - 90 km distance from Oshima Oshima, and Honshu ~85 - 105 km. ",,2000,Tsunami,,,,,QL 2,,90.0,53-90,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db; Satake 2007,[CAVW-11 (281)]"
285010,Oshima-Oshima,Japan,41.507,139.371,737,Stratovolcano,6,6,6,88023,Y,18555,4,1741,,1741,1700s,18555-1.2,1.2,"One incident, different distances","1467 killed on W coast of Oshima Peninsula, 729 houses washed away by tsunami following tectonic earthquake & debris avalanche from N flank of Nishi-yama. 8 more people killed & 82 houses destroyed by tsunami on coast of N Honshu.","Satake (2007) found the 1741 Oshima-Oshima tsunami to be related to a subaerial and submarine sector collapse and debris avalanche of ~2.4km3. They describe this landslide as unrelated to tectonic earthquakes (the tsunami size would require a M>8 quake and none are recorded). Debris avalanche deposits back up theory as do reports of activity of Oshima-Oshima that year, suggesting sector collapse of volcanic origin. Damaging tsunami reported as far as the Korean peninsula, though fatalities are only described on the west coast of the Oshima peninsula of Hokkaido (along a 120km stretch) and on the Tsugaru peninsula of Northern Honshu. 1467 fatalities in Hokkaido, not counting the native Ainu (no written records). Hatori (1984) and Tsuji et al (2002) estimate fatalities >2000 including the Ainu. 10 fatalities on Tsugaru peninsula. Affected coastlines of Hokkaido range from 53 - 90 km distance from Oshima Oshima, and Honshu ~85 - 105 km. ",,10,Tsunami,,,,,QL 2,,105.0,85-105,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db; Satake 2007,[CAVW-11 (281)]"
285011,E-san,Japan,41.802,141.17,618,Stratovolcano,1734,5831,33197,916560,N,18551,1,1846,,1846,1800s,18551-1.0,1.0,One incident,Many killed by mudflows.,Deaths described in Todohokke to the NE (JMA fatality db),Many,100,Lahars,,,,131,QL 2,,4.0,<4,,"JMA fatality db,[KATSUI 1988 (334)]"
285020,Komaga-take,Japan,42.061,140.681,1131,Stratovolcano,173,23091,234213,962081,N,18562,5,1640,,1640,1600s,18562-1.0,1.0,One incident,Debris avalanche caused tsunami which killed 700; many ships also destroyed.,Deaths in coastal areas of Uchiara bay but uncertain locations,,700,Tsunami,,,,,QL 3,,,,,[CAVW-11 (285)]
285020,Komaga-take,Japan,42.061,140.681,1131,Stratovolcano,173,23091,234213,962081,N,18567,4,1856,,1856,1800s,18567-1.0,1.0,Multiple incidents separated due to different fatal cause,Nearly all houses at Honbetsu near Shikabe were burned from ash and pumice fall; 2 fatalities.  19-27 fatalities produced by pumice flow. ,"Shikabe is about 11km from the summit, uncertain precisely where fatalities occurred.",,2,Tephra,,,,132,QL 1,11.0,,,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[JMA (1996); KATSUI ET AL 1978 (43)]"
285020,Komaga-take,Japan,42.061,140.681,1131,Stratovolcano,173,23091,234213,962081,N,18567,4,1856,,1856,1800s,18567-2.0,2.0,Multiple incidents separated due to different fatal cause,Nearly all houses at Honbetsu near Shikabe were burned from ash and pumice fall; 2 fatalities.  19-27 fatalities produced by pumice flow. ,"Pumice flow destroys Tomenoyu SE foot of volcano (NCAVJ), but uncertain precisely where this is",19-27,23,PDCs,,,,,QL 2,,12.0,<12,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[JMA (1996); KATSUI ET AL 1978 (43)]"
285020,Komaga-take,Japan,42.061,140.681,1131,Stratovolcano,173,23091,234213,962081,N,18575,4,1929,,1929,1900s,18575-1.0,1.0,One incident,"Two killed and four injured by pyroclastic fall; VL 372 (1932) reports 1 death, probably as a result of pumice flows.",-,,2,Tephra,,,,,QL 3,,,,,",[KATSUI 1984 (185)]"
285030,Usu,Japan,42.541,140.843,737,Stratovolcano,5723,36191,214565,3206914,N,18594,5,1663,,1663,1600s,18594-1.0,1.0,One incident,Deaths by ashfall (& base surge?).,"NCAVJ describes deaths by tephra fall as houses were covered or burned, but do not describe where. Likely at the foot of the volcano where tephra thickness described at 1-3m thick but uncertain. JMA describe 5 fatalities.",,5,Tephra,,,,,QL 3,,,,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[Katsui 1988 (334)]"
285030,Usu,Japan,42.541,140.843,737,Stratovolcano,5723,36191,214565,3206914,N,18597,4,1822,,1822,1800s,18597-1.0,1.0,One incident,"50 killed & 53 injured (= CAVW total of 103), all in old village of Abuta (S side of volcano). 1,437 horses also killed and old Abuta destroyed.",NCAVJ and JMA fatality db describes deaths in old Abuta which was near the current Irie. Deaths described by pyroclastic flow.,,50,PDCs,,,,133,QL 1,5.0,,,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[MIMATSU 1995 (167)]"
285030,Usu,Japan,42.541,140.843,737,Stratovolcano,5723,36191,214565,3206914,N,18599,2,1910,,1910,1900s,18599-1.0,1.0,One incident,Death in lahar.,"NCAVJ describes lahar from the craters (aligned WNW-ESE) into Lake Toya, killing one. This indicates fatality likely within the few km from the cone to the lake, however this is not explicitly described.",,1,Lahars,,,,,QL 2,,5.0,<5,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[MIMATSU 1995 (175)]"
285030,Usu,Japan,42.541,140.843,737,Stratovolcano,5723,36191,214565,3206914,N,18600,2,1944,,1944,1900s,18600-1.0,1.0,One incident,One fatality from gas inhalation,"Not described in NCAVJ or JMA fatality db, however JMA fatality db describes 1 fatality in July 1944 by pyroclastic flow. No details given in either to specify where.  ",,1,PDCs,,,,,QL 3,,,,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[Witham (2005); KATSUI 1981 (8)]"
285030,Usu,Japan,42.541,140.843,737,Stratovolcano,5723,36191,214565,3206914,N,18600,2,1944,,1944,1900s,18600-2.0,2.0,One incident,Child suffocated by ash fall.,NCAVJ describes 1 fatality (small child) in August 1944 but does not give details. ,,1,Tephra,,,,,QL 3,,,,,National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db
285030,Usu,Japan,42.541,140.843,737,Stratovolcano,5723,36191,214565,3206914,N,18601,3,1977,,1977,1900s,18601-1.0,1.0,One incident,Three non-eruptive fatalities occurred during evacuation.,-,,3,Non-eruptive: Indirect - evacuation,,,,,QL 3,,,,,[Witham (2005); BVE-11 1980 (56)]
285030,Usu,Japan,42.541,140.843,737,Stratovolcano,5723,36191,214565,3206914,N,18601,3,1977,1978,1978,1900s,18601-2.0,2.0,One incident,Deaths at Toyako-onsen resulted from mudflows derived from newly deposited tephra. 2 injuries also reported.,JMA fatalities database reports 2 fatalities,,2,Secondary lahars,,,,134,QL 1,2.7,,,,National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db
285040,Shikotsu,Japan,42.688,141.38,1320,Caldera,130474,130474,316816,3096376,N,18613,3,1804,,1804,1800s,18613-1.0,1.0,One incident,"1804-1817. Some sources report many fatalities, but Jaggar thinks report doubtful and Katsui does not list fatalities. ",-,Many?,100,Eruption (unknown element),,,,,QL 3,,,,,
285050,Tokachi,Japan,43.416,142.69,2077,Stratovolcano(es),12,227,60382,1373264,N,18647,3,1925,1926,1926,1900s,18647-1.0,1.0,Multiple incidents separated due to different fatal cause,"Initial explosion destroyed hot spring bath house killing 3. Second explosion 4 hours later produced avalanche from cone and hot mudflows which swept down Hurano valley mixed with snowmelt reaching town 20 km W of crater in 26 minutes. 137 killed, 207 or more injured, and 5,080 houses destroyed in Hurano Valley. Finch cites newspaper reports as suggesting 400 lives lost - lava flows, floods and explosions each taking a share - with 144 bodies recovered in 2 days. Witham lists range of 144-207.",Biei (26.5km) and Kamifurano (~18.4km) described as destroyed in JMA fatality db and NCAVJ.,,3,Eruption (unknown element),,,,,QL 3,,,,,
285050,Tokachi,Japan,43.416,142.69,2077,Stratovolcano(es),12,227,60382,1373264,N,18647,3,1925,1926,1926,1900s,18647-2.1,2.1,"One incident, different distances","Initial explosion destroyed hot spring bath house killing 3. Second explosion 4 hours later produced avalanche from cone and hot mudflows which swept down Hurano valley mixed with snowmelt reaching town 20 km W of crater in 26 minutes. 137 killed, 207 or more injured, and 5,080 houses destroyed in Hurano Valley. Finch cites newspaper reports as suggesting 400 lives lost - lava flows, floods and explosions each taking a share - with 144 bodies recovered in 2 days. Witham lists range of 144-207.",Biei (26.5km) and Kamifurano (~18.4km) described as destroyed in JMA fatality db and NCAVJ.,Share of 144+,72,Lahars,,,,135-1,QL 1,18.4,,,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[JMA (1996); HAYAKAWA 1994]"
285050,Tokachi,Japan,43.416,142.69,2077,Stratovolcano(es),12,227,60382,1373264,N,18647,3,1925,1926,1926,1900s,18647-2.2,2.2,"One incident, different distances","Initial explosion destroyed hot spring bath house killing 3. Second explosion 4 hours later produced avalanche from cone and hot mudflows which swept down Hurano valley mixed with snowmelt reaching town 20 km W of crater in 26 minutes. 137 killed, 207 or more injured, and 5,080 houses destroyed in Hurano Valley. Finch cites newspaper reports as suggesting 400 lives lost - lava flows, floods and explosions each taking a share - with 144 bodies recovered in 2 days. Witham lists range of 144-207.",Biei (26.5km) and Kamifurano (~18.4km) described as destroyed in JMA fatality db and NCAVJ.,Share of 144+,72,Lahars,,,,135-2,QL 1,26.5,,,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[JMA (1996); HAYAKAWA 1994]"
285050,Tokachi,Japan,43.416,142.69,2077,Stratovolcano(es),12,227,60382,1373264,N,18647,3,1925,1926-09-01 00:00:00,1926,1900s,18647-1.0,1.0,One incident,,NCAVJ and JMA fatality db describe eruption leaving 2 missing near the crater. ,,2,Eruption (unknown element),(tour) Tourists?,,Outside,136,QL 2,,1.0,<1,,"National Catalogue of the Active Volcanoes in Japan (4th edition) and JMA fatalities db,[Witham (2005); TANAKADATE,1927 (786?)]"
